MUNI_PROV,t24_100yr,t24_25yr,t24_5yr
"Magdiwang, Romblon",313.3,249.2,171.6
"Magpet, North_Cotabato",202.1,165.5,121.1
"Magsaysay, Davao_del_Sur",195.2,153.4,102.7
"Magsaysay, Davao_del_Sur",202.1,165.5,121.1
"Magsaysay, Lanao_del_Norte",294.4,242,178.5
"Magsaysay, Lanao_del_Norte",255.5,204,141.7
"Magsaysay, Misamis_Oriental",308.6,248.3,175.2
"Magsaysay, Occidental_Mindoro",313.3,249.2,171.6
"Magsaysay, Palawan",304.5,241.5,165.2
"Magsingal, Ilocos_Sur",602,479.8,331.7
"Maguing, Lanao_del_Sur",255.5,204,141.7
"Maguing, Lanao_del_Sur",239.7,189.8,129.2
"Mahaplag, Leyte",316.3,259.6,190.8
"Mahatao, Batanes",484,379.3,252.5
"Mahayag, Zamboanga_del_Sur",294.4,242,178.5
"Mahinog, Camiguin",255.5,204,141.7
"Mahinog, Camiguin",239.7,189.8,129.2
"Maigo, Lanao_del_Norte",294.4,242,178.5
"Maigo, Lanao_del_Norte",255.5,204,141.7
"Maimbung, Sulu",191.1,153.4,107.8
"Mainit_Lake, Agusan_del_Norte",308.6,248.3,175.2
"Mainit_Lake, Agusan_del_Norte",553.9,433,286.5
"Mainit_Lake, Surigao_del_Norte",553.9,433,286.5
"Mainit, Surigao_del_Norte",553.9,433,286.5
"Maitum, Sarangani",195.2,153.4,102.7
"Majayjay, Laguna",508.3,404.8,279.5
"Makati_City, Metropolitan_Manila",481.2,373.6,243.1
"Makati_City, Metropolitan_Manila",415.6,328.8,223.5
"Makato, Aklan",344.6,273,186.2
"Makilala, North_Cotabato",202.1,165.5,121.1
"Malabang, Lanao_del_Sur",255.5,204,141.7
"Malabon, Metropolitan_Manila",481.2,373.6,243.1
"Malabon, Metropolitan_Manila",415.6,328.8,223.5
"Malabuyoc, Cebu",227.3,177.2,116.5
"Malalag, Davao_del_Sur",195.2,153.4,102.7
"Malangas, Zamboanga_Sibugay",294.4,242,178.5
"Malangas, Zamboanga_Sibugay",191.1,153.4,107.8
"Malapatan, Sarangani",195.2,153.4,102.7
"Malasiqui, Pangasinan",440.5,352.9,246.7
"Malay, Aklan",313.3,249.2,171.6
"Malaybalay_City, Bukidnon",265.3,214.8,153.6
"Malibcong, Abra",602,479.8,331.7
"Malibcong, Abra",465.5,367.2,248
"Malilipot, Albay",490.3,386.4,260.5
"Malimono, Surigao_del_Norte",553.9,433,286.5
"Malinao, Aklan",344.6,273,186.2
"Malinao, Albay",490.3,386.4,260.5
"Malita, Davao_del_Sur",195.2,153.4,102.7
"Malitbog, Bukidnon",265.3,214.8,153.6
"Malitbog, Bukidnon",239.7,189.8,129.2
"Malitbog, Southern_Leyte",316.3,259.6,190.8
"Mallig, Isabela",465.5,367.2,248
"Malolos_City, Bulacan",415.6,328.8,223.5
"Malungon, Sarangani",195.2,153.4,102.7
"Maluso, Basilan",191.1,153.4,107.8
"Malvar, Batangas",434.3,340.4,226.7
"Mamasapano, Maguindanao",195.2,153.4,102.7
"Mamasapano, Maguindanao",202.1,165.5,121.1
"Mambajao, Camiguin",255.5,204,141.7
"Mambajao, Camiguin",239.7,189.8,129.2
"Mamburao, Occidental_Mindoro",434.3,340.4,226.7
"Mambusao, Capiz",344.6,273,186.2
"Manabo, Abra",602,479.8,331.7
"Manaoag, Pangasinan",440.5,352.9,246.7
"Manapla, Negros_Occidental",304.5,241.5,165.2
"Manay, Davao_Oriental",483.1,389.7,276.5
"Manay, Davao_Oriental",202.1,165.5,121.1
"Mandaluyong, Metropolitan_Manila",481.2,373.6,243.1
"Mandaluyong, Metropolitan_Manila",415.6,328.8,223.5
"Mandaon, Masbate",344.6,273,186.2
"Mandaon, Masbate",490.3,386.4,260.5
"Mandaue_City, Cebu",265.7,208.5,139.1
"Mangaldan, Pangasinan",440.5,352.9,246.7
"Mangatarem, Pangasinan",533.6,431.1,307
"Mangatarem, Pangasinan",440.5,352.9,246.7
"Mangudadatu, Maguindanao",195.2,153.4,102.7
"Manila, Metropolitan_Manila",415.6,328.8,223.5
"Manito, Albay",490.3,386.4,260.5
"Manjuyod, Negros_Oriental",227.3,177.2,116.5
"Mankayan, Benguet",1134,876.1,563.6
"Manolo_Fortich, Bukidnon",265.3,214.8,153.6
"Manolo_Fortich, Bukidnon",239.7,189.8,129.2
"Mansalay, Oriental_Mindoro",313.3,249.2,171.6
"Manticao, Misamis_Oriental",255.5,204,141.7
"Manukan, Zamboanga_del_Norte",294.4,242,178.5
"Mapanas, Northern_Samar",461.8,368.5,255.4
"Mapandan, Pangasinan",440.5,352.9,246.7
"Mapun, Tawi_Tawi",299.6,234.9,156.4
"Marabut, Samar",509.4,407.4,283.8
"Marabut, Samar",273,222.6,161.4
"Maragondon, Cavite",377.6,301.5,209.4
"Maragondon, Cavite",434.3,340.4,226.7
"Maragusan, Compostela_Valley",202.1,165.5,121.1
"Maramag, Bukidnon",265.3,214.8,153.6
"Marantao, Lanao_del_Sur",255.5,204,141.7
"Marawi_City, Lanao_del_Sur",255.5,204,141.7
"Marcos, Ilocos_Norte",602,479.8,331.7
"Margosatubig, Zamboanga_del_Sur",294.4,242,178.5
"Maria_Aurora, Aurora",551.7,428.2,278.6
"Maria, Siquijor",227.3,177.2,116.5
"Maribojoc, Bohol",222.6,176.7,121.2
"Marihatag, Surigao_del_Sur",483.1,389.7,276.5
"Marihatag, Surigao_del_Sur",308.6,248.3,175.2
"Marikina, Metropolitan_Manila",481.2,373.6,243.1
"Marilao, Bulacan",481.2,373.6,243.1
"Marilao, Bulacan",415.6,328.8,223.5
"Maripipi, Biliran",418.8,331.3,255.3
"Mariveles, Bataan",377.6,301.5,209.4
"Marogong, Lanao_del_Sur",255.5,204,141.7
"Masantol, Pampanga",415.6,328.8,223.5
"Masbate_City, Masbate",490.3,386.4,260.5
"Masinloc, Zambales",533.6,431.1,307
"Masiu, Lanao_del_Sur",255.5,204,141.7
"Maslog, Eastern_Samar",418.8,331.3,255.3
"Mataas_Na_Kahoy, Batangas",434.3,340.4,226.7
"Matag_Ob, Leyte",273,222.6,161.4
"Matalam, North_Cotabato",202.1,165.5,121.1
"Matalom, Leyte",316.3,259.6,190.8
"Matanao, Davao_del_Sur",195.2,153.4,102.7
"Matanao, Davao_del_Sur",202.1,165.5,121.1
"Matanog, Shariff_Kabunsuan",255.5,204,141.7
"Mati_City, Davao_Oriental",195.2,153.4,102.7
"Mati_City, Davao_Oriental",202.1,165.5,121.1
"Matnog, Sorsogon",461.8,368.5,255.4
"Matnog, Sorsogon",490.3,386.4,260.5
"Matuguinao, Samar",418.8,331.3,255.3
"Matuguinao, Samar",461.8,368.5,255.4
"Matungao, Lanao_del_Norte",255.5,204,141.7
"Mauban, Quezon",508.3,404.8,279.5
"Mauban, Quezon",404.4,334.4,249.6
"Mauban, Quezon",466.7,369.6,252
"Mawab, Compostela_Valley",202.1,165.5,121.1
"Mayantoc, Tarlac",533.6,431.1,307
"Mayantoc, Tarlac",440.5,352.9,246.7
"Maydolong, Eastern_Samar",509.4,407.4,283.8
"Mayorga, Leyte",273,222.6,161.4
"Mayoyao, Ifugao",427.9,345.5,245.6
"Mayoyao, Ifugao",465.5,367.2,248
"Mayoyao, Ifugao",1134,876.1,563.6
"Medellin, Cebu",265.7,208.5,139.1
"Medina, Misamis_Oriental",239.7,189.8,129.2
"Medina, Misamis_Oriental",308.6,248.3,175.2
"Mendez, Cavite",434.3,340.4,226.7
"Mercedes, Camarines_Norte",520.3,411.1,278.7
"Mercedes, Eastern_Samar",409.1,323.8,220.5
"Merida, Leyte",273,222.6,161.4
"Mexico, Pampanga",481.2,373.6,243.1
"Mexico, Pampanga",415.6,328.8,223.5
"Mexico, Pampanga",349.3,275.2,185.3
"Meycauayan_City, Bulacan",481.2,373.6,243.1
"Meycauayan_City, Bulacan",415.6,328.8,223.5
"Miagao, Iloilo",304.5,241.5,165.2
"Midsalip, Zamboanga_del_Sur",294.4,242,178.5
"Midsayap, North_Cotabato",202.1,165.5,121.1
"Milagros, Masbate",344.6,273,186.2
"Milagros, Masbate",490.3,386.4,260.5
"Milaor, Camarines_Sur",520.3,411.1,278.7
"Mina, Iloilo",304.5,241.5,165.2
"Minalabac, Camarines_Sur",520.3,411.1,278.7
"Minalabac, Camarines_Sur",490.3,386.4,260.5
"Minalin, Pampanga",415.6,328.8,223.5
"Minglanilla, Cebu",265.7,208.5,139.1
"Moalboal, Cebu",222.6,176.7,121.2
"Mobo, Masbate",490.3,386.4,260.5
"Mogpog, Marinduque",508.3,404.8,279.5
"Mogpog, Marinduque",466.7,369.6,252
"Moises_Padilla, Negros_Occidental",265.7,208.5,139.1
"Moises_Padilla, Negros_Occidental",304.5,241.5,165.2
"Molave, Zamboanga_del_Sur",294.4,242,178.5
"Moncada, Tarlac",440.5,352.9,246.7
"Mondragon, Northern_Samar",461.8,368.5,255.4
"Monkayo, Compostela_Valley",483.1,389.7,276.5
"Monkayo, Compostela_Valley",202.1,165.5,121.1
"Monreal, Masbate",490.3,386.4,260.5
"Montevista, Compostela_Valley",483.1,389.7,276.5
"Montevista, Compostela_Valley",202.1,165.5,121.1
"Morong, Bataan",377.6,301.5,209.4
"Morong, Bataan",533.6,431.1,307
"Morong, Rizal",481.2,373.6,243.1
"Motiong, Samar",418.8,331.3,255.3
"Mulanay, Quezon",520.3,411.1,278.7
"Mulanay, Quezon",466.7,369.6,252
"Mulondo, Lanao_del_Sur",255.5,204,141.7
"Munai, Lanao_del_Norte",255.5,204,141.7
"Muñoz_City, Nueva_Ecija",349.3,275.2,185.3
"Muntinlupa, Metropolitan_Manila",377.6,301.5,209.4
"Muntinlupa, Metropolitan_Manila",415.6,328.8,223.5
"Murcia, Negros_Occidental",304.5,241.5,165.2
"Mutia, Zamboanga_del_Norte",294.4,242,178.5
"Naawan, Misamis_Oriental",255.5,204,141.7
"Nabas, Aklan",344.6,273,186.2
"Nabas, Aklan",313.3,249.2,171.6
"Nabua, Camarines_Sur",490.3,386.4,260.5
"Nabunturan, Compostela_Valley",202.1,165.5,121.1
"Naga_City, Camarines_Sur",520.3,411.1,278.7
"Naga_City, Cebu",265.7,208.5,139.1
"Naga, Zamboanga_Sibugay",294.4,242,178.5
"Naga, Zamboanga_Sibugay",191.1,153.4,107.8
"Nagbukel, Ilocos_Sur",602,479.8,331.7
"Nagcarlan, Laguna",508.3,404.8,279.5
"Nagcarlan, Laguna",434.3,340.4,226.7
"Nagtipunan, Quirino",427.9,345.5,245.6
"Nagtipunan, Quirino",551.7,428.2,278.6
"Naguilian, Isabela",465.5,367.2,248
"Naguilian, La_Union",1134,876.1,563.6
"Naic, Cavite",377.6,301.5,209.4
"Nampicuan, Nueva_Ecija",349.3,275.2,185.3
"Nampicuan, Nueva_Ecija",440.5,352.9,246.7
"Narra, Palawan",299.6,234.9,156.4
"Narvacan, Ilocos_Sur",602,479.8,331.7
"Nasipit, Agusan_del_Norte",308.6,248.3,175.2
"Nasugbu, Batangas",377.6,301.5,209.4
"Nasugbu, Batangas",434.3,340.4,226.7
"Natividad, Pangasinan",440.5,352.9,246.7
"Natividad, Pangasinan",1134,876.1,563.6
"Natonin, Mountain_Province",465.5,367.2,248
"Naujan_Lake, Oriental_Mindoro",508.3,404.8,279.5
"Naujan, Oriental_Mindoro",508.3,404.8,279.5
"Naujan, Oriental_Mindoro",434.3,340.4,226.7
"Naval, Biliran",418.8,331.3,255.3
"Navotas, Metropolitan_Manila",415.6,328.8,223.5
"New_Bataan, Compostela_Valley",483.1,389.7,276.5
"New_Bataan, Compostela_Valley",202.1,165.5,121.1
"New_Corella, Davao_del_Norte",202.1,165.5,121.1
"New_Lucena, Iloilo",304.5,241.5,165.2
"New_Washington, Aklan",344.6,273,186.2
"Norala, South_Cotabato",195.2,153.4,102.7
"Northern_Kabuntalan, Shariff_Kabunsuan",202.1,165.5,121.1
"Norzagaray, Bulacan",481.2,373.6,243.1
"Norzagaray, Bulacan",404.4,334.4,249.6
"Noveleta, Cavite",377.6,301.5,209.4
"Nueva_Era, Ilocos_Norte",602,479.8,331.7
"Nueva_Valencia, Guimaras",304.5,241.5,165.2
"Numancia, Aklan",344.6,273,186.2
"Nunungan, Lanao_del_Norte",294.4,242,178.5
"Nunungan, Lanao_del_Norte",255.5,204,141.7
"Oas, Albay",490.3,386.4,260.5
"Obando, Bulacan",415.6,328.8,223.5
"Ocampo, Camarines_Sur",520.3,411.1,278.7
"Ocampo, Camarines_Sur",490.3,386.4,260.5
"Odiongan, Romblon",313.3,249.2,171.6
"Old_Panamao, Sulu",191.1,153.4,107.8
"Olongapo_City, Zambales",415.6,328.8,223.5
"Olongapo_City, Zambales",533.6,431.1,307
"Olutanga, Zamboanga_Sibugay",191.1,153.4,107.8
"Opol, Misamis_Oriental",255.5,204,141.7
"Orani, Bataan",377.6,301.5,209.4
"Orani, Bataan",415.6,328.8,223.5
"Oras, Eastern_Samar",509.4,407.4,283.8
"Oras, Eastern_Samar",418.8,331.3,255.3
"Orion, Bataan",377.6,301.5,209.4
"Ormoc_City, Leyte",273,222.6,161.4
"Oroquieta_City, Misamis_Occidental",294.4,242,178.5
"Oslob, Cebu",227.3,177.2,116.5
"Oton, Iloilo",304.5,241.5,165.2
"Ozamis_City, Misamis_Occidental",294.4,242,178.5
"Padada, Davao_del_Sur",195.2,153.4,102.7
"Padre_Burgos, Quezon",508.3,404.8,279.5
"Padre_Burgos, Quezon",466.7,369.6,252
"Padre_Burgos, Southern_Leyte",316.3,259.6,190.8
"Padre_Garcia, Batangas",434.3,340.4,226.7
"Paete, Laguna",508.3,404.8,279.5
"Paete, Laguna",404.4,334.4,249.6
"Pagadian_City, Zamboanga_del_Sur",294.4,242,178.5
"Pagagawan, Maguindanao",202.1,165.5,121.1
"Pagalungan, Maguindanao",202.1,165.5,121.1
"Pagayawan, Lanao_del_Sur",255.5,204,141.7
"Pagbilao, Quezon",508.3,404.8,279.5
"Paglat, Maguindanao",195.2,153.4,102.7
"Paglat, Maguindanao",202.1,165.5,121.1
"Pagsanghan, Samar",418.8,331.3,255.3
"Pagsanjan, Laguna",508.3,404.8,279.5
"Pagudpud, Ilocos_Norte",602,479.8,331.7
"Pagudpud, Ilocos_Norte",484,379.3,252.5
"Pakil, Laguna",508.3,404.8,279.5
"Pakil, Laguna",481.2,373.6,243.1
"Pakil, Laguna",404.4,334.4,249.6
"Palakpakin_Lake, Laguna",434.3,340.4,226.7
"Palanan, Isabela",427.9,345.5,245.6
"Palanan, Isabela",465.5,367.2,248
"Palanas, Masbate",461.8,368.5,255.4
"Palapag, Northern_Samar",461.8,368.5,255.4
"Palauig, Zambales",533.6,431.1,307
"Palayan_City, Nueva_Ecija",349.3,275.2,185.3
"Palimbang, Sultan_Kudarat",195.2,153.4,102.7
"Palo, Leyte",273,222.6,161.4
"Palompon, Leyte",273,222.6,161.4
"Paluan, Occidental_Mindoro",434.3,340.4,226.7
"Pambujan, Northern_Samar",461.8,368.5,255.4
"Pamplona, Cagayan",484,379.3,252.5
"Pamplona, Camarines_Sur",520.3,411.1,278.7
"Pamplona, Negros_Oriental",227.3,177.2,116.5
"Panabo_City, Davao_del_Norte",202.1,165.5,121.1
"Panaon, Misamis_Occidental",294.4,242,178.5
"Panay, Capiz",344.6,273,186.2
"Pandag, Maguindanao",195.2,153.4,102.7
"Pandami, Sulu",191.1,153.4,107.8
"Pandan, Antique",344.6,273,186.2
"Pandan, Antique",313.3,249.2,171.6
"Pandan, Catanduanes",574.4,449,297
"Pandi, Bulacan",481.2,373.6,243.1
"Panganiban, Catanduanes",574.4,449,297
"Pangantucan, Bukidnon",265.3,214.8,153.6
"Pangantucan, Bukidnon",239.7,189.8,129.2
"Pangantucan, Bukidnon",202.1,165.5,121.1
"Pangil, Laguna",508.3,404.8,279.5
"Pangil, Laguna",481.2,373.6,243.1
"Pangil, Laguna",404.4,334.4,249.6
"Panglao, Bohol",222.6,176.7,121.2
"Panglima_Estino, Sulu",191.1,153.4,107.8
"Panglima_Sugala, Tawi_Tawi",191.1,153.4,107.8
"Pangutaran, Sulu",191.1,153.4,107.8
"Paniqui, Tarlac",349.3,275.2,185.3
"Paniqui, Tarlac",440.5,352.9,246.7
"Panitan, Capiz",344.6,273,186.2
"Pantabangan, Nueva_Ecija",349.3,275.2,185.3
"Pantabangan, Nueva_Ecija",551.7,428.2,278.6
"Pantao_Ragat, Lanao_del_Norte",255.5,204,141.7
"Pantar, Lanao_del_Norte",255.5,204,141.7
"Pantukan, Compostela_Valley",202.1,165.5,121.1
"Panukulan, Quezon",404.4,334.4,249.6
"Paoay_Lake, Ilocos_Norte",602,479.8,331.7
"Paoay, Ilocos_Norte",602,479.8,331.7
"Paombong, Bulacan",415.6,328.8,223.5
"Paracale, Camarines_Norte",520.3,411.1,278.7
"Paracelis, Mountain_Province",465.5,367.2,248
"Parañaque, Metropolitan_Manila",377.6,301.5,209.4
"Parañaque, Metropolitan_Manila",415.6,328.8,223.5
"Paranas, Samar",509.4,407.4,283.8
"Paranas, Samar",418.8,331.3,255.3
"Parang, Shariff_Kabunsuan",255.5,204,141.7
"Parang, Shariff_Kabunsuan",202.1,165.5,121.1
"Parang, Sulu",191.1,153.4,107.8
"Pasacao, Camarines_Sur",520.3,411.1,278.7
"Pasay_City, Metropolitan_Manila",415.6,328.8,223.5
"Pasig_City, Metropolitan_Manila",481.2,373.6,243.1
"Pasig_City, Metropolitan_Manila",415.6,328.8,223.5
"Pasil, Kalinga",465.5,367.2,248
"Passi_City, Iloilo",304.5,241.5,165.2
"Passi_City, Iloilo",344.6,273,186.2
"Pastrana, Leyte",273,222.6,161.4
"Pasuquin, Ilocos_Norte",602,479.8,331.7
"Pata, Sulu",191.1,153.4,107.8
"Pateros, Metropolitan_Manila",481.2,373.6,243.1
"Pateros, Metropolitan_Manila",415.6,328.8,223.5
"Patikul, Sulu",191.1,153.4,107.8
"Patnanungan, Quezon",404.4,334.4,249.6
"Patnongon, Antique",304.5,241.5,165.2
"Pavia, Iloilo",304.5,241.5,165.2
"Payao, Zamboanga_Sibugay",294.4,242,178.5
"Payao, Zamboanga_Sibugay",191.1,153.4,107.8
"Peñablanca, Cagayan",465.5,367.2,248
"Peñaranda, Nueva_Ecija",349.3,275.2,185.3
"Peñarrubia, Abra",602,479.8,331.7
"Perez, Quezon",466.7,369.6,252
"Piagapo, Lanao_del_Sur",255.5,204,141.7
"Piat, Cagayan",465.5,367.2,248
"Picong, Lanao_del_Sur",294.4,242,178.5
"Picong, Lanao_del_Sur",255.5,204,141.7
"Piddig, Ilocos_Norte",602,479.8,331.7
"Pidigan, Abra",602,479.8,331.7
"Pigkawayan, North_Cotabato",202.1,165.5,121.1
"Pikit, North_Cotabato",202.1,165.5,121.1
"Pila, Laguna",508.3,404.8,279.5
"Pila, Laguna",434.3,340.4,226.7
"Pilar, Abra",602,479.8,331.7
"Pilar, Bataan",377.6,301.5,209.4
"Pilar, Bohol",265.7,208.5,139.1
"Pilar, Bohol",222.6,176.7,121.2
"Pilar, Bohol",316.3,259.6,190.8
"Pilar, Capiz",344.6,273,186.2
"Pilar, Cebu",265.7,208.5,139.1
"Pilar, Cebu",273,222.6,161.4
"Pilar, Sorsogon",490.3,386.4,260.5
"Pilar, Surigao_del_Norte",553.9,433,286.5
"Pili, Camarines_Sur",520.3,411.1,278.7
"Pili, Camarines_Sur",490.3,386.4,260.5
"Pililla, Rizal",481.2,373.6,243.1
"Pinabacdao, Samar",509.4,407.4,283.8
"Pinabacdao, Samar",273,222.6,161.4
"Pinabacdao, Samar",418.8,331.3,255.3
"Pinamalayan, Oriental_Mindoro",313.3,249.2,171.6
"Pinamalayan, Oriental_Mindoro",508.3,404.8,279.5
"Pinamungahan, Cebu",265.7,208.5,139.1
"Pinan, Zamboanga_del_Norte",294.4,242,178.5
"Pinili, Ilocos_Norte",602,479.8,331.7
"Pintuyan, Southern_Leyte",553.9,433,286.5
"Pintuyan, Southern_Leyte",316.3,259.6,190.8
"Pinukpuk, Kalinga",465.5,367.2,248
"Pio_Duran, Albay",490.3,386.4,260.5
"Pio_V_Corpuz, Masbate",418.8,331.3,255.3
"Pio_V_Corpuz, Masbate",461.8,368.5,255.4
"Pitogo, Quezon",466.7,369.6,252
"Pitogo, Zamboanga_del_Sur",294.4,242,178.5
"Placer, Masbate",461.8,368.5,255.4
"Placer, Surigao_del_Norte",553.9,433,286.5
"Plaridel, Bulacan",481.2,373.6,243.1
"Plaridel, Bulacan",415.6,328.8,223.5
"Plaridel, Misamis_Occidental",294.4,242,178.5
"Plaridel, Quezon",466.7,369.6,252
"Pola, Oriental_Mindoro",313.3,249.2,171.6
"Pola, Oriental_Mindoro",508.3,404.8,279.5
"Polanco, Zamboanga_del_Norte",294.4,242,178.5
"Polangui, Albay",490.3,386.4,260.5
"Polillo, Quezon",404.4,334.4,249.6
"Polillo, Quezon",466.7,369.6,252
"Polomolok, South_Cotabato",195.2,153.4,102.7
"Pontevedra, Capiz",344.6,273,186.2
"Pontevedra, Negros_Occidental",304.5,241.5,165.2
"Poona_Bayabao, Lanao_del_Sur",255.5,204,141.7
"Poona_Piagapo, Lanao_del_Norte",255.5,204,141.7
"Porac, Pampanga",415.6,328.8,223.5
"Porac, Pampanga",533.6,431.1,307
"Porac, Pampanga",349.3,275.2,185.3
"Poro, Cebu",265.7,208.5,139.1
"Pototan, Iloilo",304.5,241.5,165.2
"Pozzorubio, Pangasinan",440.5,352.9,246.7
"Pres_Carlos_P_Garcia, Bohol",316.3,259.6,190.8
"Pres_Manuel_A_Roxas, Zamboanga_del_Norte",294.4,242,178.5
"Presentacion, Camarines_Sur",574.4,449,297
"President_Quirino, Sultan_Kudarat",195.2,153.4,102.7
"President_Roxas, Capiz",344.6,273,186.2
"President_Roxas, North_Cotabato",202.1,165.5,121.1
"Prieto_Diaz, Sorsogon",490.3,386.4,260.5
"Prosperidad, Agusan_del_Sur",483.1,389.7,276.5
"Prosperidad, Agusan_del_Sur",308.6,248.3,175.2
"Pualas, Lanao_del_Sur",255.5,204,141.7
"Pudtol, Apayao",484,379.3,252.5
"Puerto_Galera, Oriental_Mindoro",434.3,340.4,226.7
"Puerto_Princesa_City, Palawan",299.6,234.9,156.4
"Pugo, La_Union",1134,876.1,563.6
"Pulilan, Bulacan",481.2,373.6,243.1
"Pulilan, Bulacan",415.6,328.8,223.5
"Pulupandan, Negros_Occidental",304.5,241.5,165.2
"Pura, Tarlac",349.3,275.2,185.3
"Quezon_City, Metropolitan_Manila",481.2,373.6,243.1
"Quezon_City, Metropolitan_Manila",415.6,328.8,223.5
"Quezon, Bukidnon",265.3,214.8,153.6
"Quezon, Bukidnon",202.1,165.5,121.1
"Quezon, Isabela",465.5,367.2,248
"Quezon, Nueva_Ecija",349.3,275.2,185.3
"Quezon, Nueva_Vizcaya",427.9,345.5,245.6
"Quezon, Nueva_Vizcaya",551.7,428.2,278.6
"Quezon, Nueva_Vizcaya",1134,876.1,563.6
"Quezon, Palawan",299.6,234.9,156.4
"Quezon, Quezon",466.7,369.6,252
"Quinapondan, Eastern_Samar",409.1,323.8,220.5
"Quinapondan, Eastern_Samar",509.4,407.4,283.8
"Quirino, Ilocos_Sur",1134,876.1,563.6
"Quirino, Isabela",465.5,367.2,248
"Ragay, Camarines_Sur",520.3,411.1,278.7
"Rajah_Buayan, Maguindanao",195.2,153.4,102.7
"Rajah_Buayan, Maguindanao",202.1,165.5,121.1
"Ramon_Magsaysay, Zamboanga_del_Sur",294.4,242,178.5
"Ramon, Isabela",427.9,345.5,245.6
"Ramon, Isabela",465.5,367.2,248
"Ramos, Tarlac",349.3,275.2,185.3
"Rapu_Rapu, Albay",574.4,449,297
"Rapu_Rapu, Albay",490.3,386.4,260.5
"Real, Quezon",404.4,334.4,249.6
"Reina_Mercedes, Isabela",465.5,367.2,248
"Remedios_T_Romualdez, Agusan_del_Norte",308.6,248.3,175.2
"Rizal, Cagayan",465.5,367.2,248
"Rizal, Kalinga",465.5,367.2,248
"Rizal, Laguna",508.3,404.8,279.5
"Rizal, Nueva_Ecija",349.3,275.2,185.3
"Rizal, Occidental_Mindoro",313.3,249.2,171.6
"Rizal, Palawan",299.6,234.9,156.4
"Rizal, Zamboanga_del_Norte",294.4,242,178.5
"Rodriguez, Rizal",481.2,373.6,243.1
"Rodriguez, Rizal",404.4,334.4,249.6
"Romblon, Romblon",313.3,249.2,171.6
"Ronda, Cebu",222.6,176.7,121.2
"Rosales, Pangasinan",440.5,352.9,246.7
"Rosario, Agusan_del_Sur",483.1,389.7,276.5
"Rosario, Batangas",508.3,404.8,279.5
"Rosario, Batangas",434.3,340.4,226.7
"Rosario, Cavite",377.6,301.5,209.4
"Rosario, La_Union",440.5,352.9,246.7
"Rosario, La_Union",1134,876.1,563.6
"Rosario, Northern_Samar",461.8,368.5,255.4
"Roseller_Lim, Zamboanga_Sibugay",191.1,153.4,107.8
"Roxas_City, Capiz",344.6,273,186.2
"Roxas, Isabela",465.5,367.2,248
"Roxas, Oriental_Mindoro",313.3,249.2,171.6
"Roxas, Palawan",299.6,234.9,156.4
"Sabangan, Mountain_Province",1134,876.1,563.6
"Sablan, Benguet",1134,876.1,563.6
"Sablayan, Occidental_Mindoro",313.3,249.2,171.6
"Sablayan, Occidental_Mindoro",508.3,404.8,279.5
"Sablayan, Occidental_Mindoro",434.3,340.4,226.7
"Sabtang, Batanes",484,379.3,252.5
"Sadanga, Mountain_Province",465.5,367.2,248
"Sadanga, Mountain_Province",1134,876.1,563.6
"Sagada, Mountain_Province",1134,876.1,563.6
"Sagay_City, Negros_Occidental",265.7,208.5,139.1
"Sagay_City, Negros_Occidental",304.5,241.5,165.2
"Sagay, Camiguin",255.5,204,141.7
"Sagay, Camiguin",239.7,189.8,129.2
"Sagbayan, Bohol",222.6,176.7,121.2
"Sagnay, Camarines_Sur",490.3,386.4,260.5
"Saguday, Quirino",427.9,345.5,245.6
"Saguiaran, Lanao_del_Sur",255.5,204,141.7
"Saint_Bernard, Southern_Leyte",316.3,259.6,190.8
"Salay, Misamis_Oriental",239.7,189.8,129.2
"Salcedo, Eastern_Samar",409.1,323.8,220.5
"Salcedo, Ilocos_Sur",1134,876.1,563.6
"Sallapadan, Abra",602,479.8,331.7
"Salug, Zamboanga_del_Norte",294.4,242,178.5
"Salvador_Benedicto, Negros_Occidental",265.7,208.5,139.1
"Salvador_Benedicto, Negros_Occidental",304.5,241.5,165.2
"Salvador, Lanao_del_Norte",294.4,242,178.5
"Samal_City, Davao_del_Norte",202.1,165.5,121.1
"Samal, Bataan",377.6,301.5,209.4
"Samboan, Cebu",227.3,177.2,116.5
"Sampaloc_Lake, Laguna",508.3,404.8,279.5
"Sampaloc_Lake, Laguna",434.3,340.4,226.7
"Sampaloc, Quezon",508.3,404.8,279.5
"San_Agustin, Isabela",427.9,345.5,245.6
"San_Agustin, Romblon",313.3,249.2,171.6
"San_Agustin, Surigao_del_Sur",483.1,389.7,276.5
"San_Agustin, Surigao_del_Sur",308.6,248.3,175.2
"San_Andres, Catanduanes",574.4,449,297
"San_Andres, Quezon",520.3,411.1,278.7
"San_Andres, Quezon",313.3,249.2,171.6
"San_Andres, Romblon",313.3,249.2,171.6
"San_Antonio, Northern_Samar",461.8,368.5,255.4
"San_Antonio, Nueva_Ecija",349.3,275.2,185.3
"San_Antonio, Quezon",508.3,404.8,279.5
"San_Antonio, Quezon",434.3,340.4,226.7
"San_Antonio, Zambales",533.6,431.1,307
"San_Benito, Surigao_del_Norte",553.9,433,286.5
"San_Carlos_City, Negros_Occidental",265.7,208.5,139.1
"San_Carlos_City, Negros_Occidental",304.5,241.5,165.2
"San_Carlos_City, Pangasinan",440.5,352.9,246.7
"San_Clemente, Tarlac",533.6,431.1,307
